tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
"Kerala floods have ravaged thousands of homes and killed over 300 people so far. As lakhs still remain trapped, stranded, missing, and displaced in relief camps, we have also started a donation drive to collect money and help Kerala. #KeralaFloodRelief @MyKartavya @NASSCOMfdn",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Travancore Devasom opens up 1000s of Temples for supporting #KeralaFloods Travancore Devasom Board which manages #Sabarimala temple &amp; other 1250 Temples will be opening their Gates of Temples, Auditoriums to all #KeralaFloods victims. Respect to President Sri Padmakumar. ὤF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
When people come tgthr - we can take care of each others toughest challenges ! Thats the spirit tht binds each one of us as #Indians @asianetnewstv HelpDesk in action 24x7 - tirelessly working to get help to evry call ! #KeralaFloods #KeralaFloods #AsianetNewsNetwork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @pinkvilla: #KeralaFloods: #KanganaRanaut donates Rs 10 lakh to CM Relief Fund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Vijayawada LPG Territory distributors have come together to Contribute. Flood relief material was handed over by TM, Vijayawada to JC, Krishna District #KeralaFloodRelief @PeethambarantT @Dhanapals6 @BPCLLPG @BPCLimited @somr59 @BPCLSRLPG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
324 dead; 2 million in relief camps ; thousands stranded still If not now then when? When do u plan to help? Donate now #KeralaFloods #IndiaForKerala #PositiveIndia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"We have gathered 3K till now. To all those your little bit donation can save one life please help this out.. 50,100,200rs jitna bhi ho sake ap kar sakte hon through Paytm/bhim/tez/phonepe on given number it ll be worth for us and someone else! ὤF #KeralaReliefFund",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#HelpKerala #KeralaFloodRelief #KeralaFloods #RebuildingKerala #NGOs #Corporates please help @sunita_krishnan @talktosanjai @k_satyarthi @vasudevan_k @NSMlive @vijayanpinarayi @vijayshekhar @anandmahindra @ndcnn @arunpally @GautamGhosh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @ShekharGupta: How an IAS officer in Kerala used Facebook to help flood victims Regina Mihindukulasuriya @ReginaDulanjali reports: http,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Goa Forward’s Ponda block mobilises relief material for Kerala flood victims #GoaForwardsPondablockmobilises #Kerelafloodvictims. .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
My thoughts and prayers are with all those affected by the #KeralaFloods lets do everything we can to help them in this time of need.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#OpKaruna #KeralaFloodRelief @IAF_MCC pilot, flight engineer and the commando describing to the media the various challenges facing by them during the ongoing HADR operations in Kerala. @SpokespersonMoD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Allahabad HC Judges &amp; Staff, SC Staff Members To Donate One Day’s Salary To Kerala Flood Relief Fund",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Flood Fury | Guwahati school girl donates piggy bank savings to Kerala relief fund  via @Time8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @TrollCinemaOff: 200 people have not received food at SN Puram , Pipeline Road ,Aluva . Contact: 9061453387 #Help #Keralafloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"#KeralaFloods #KeralaFloodRelief ὄ9Indian Coast Guards Rescue &amp; Relief helicopter carried 1000 kg of general medicines,food packets,drinking water,sanitary pads,baby diapers,bed sheets toothpaste etc..&amp; dropped them remotest &amp; inaccessible flooded areas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Javed Jaffrey tweets Salman Khan donated to Rs 12 Cr to Kerala flood, deletes it later - mangalam To get latest news updates from across the globe. Download #PublicVibe (formerly #NewsDistill) from Playstore or Appstore",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@RahulGandhi goes all the way to Germany, meets German Minister &amp; discussess Kerala floods. Wish he showed this concern staying back and helping people. #KeralaFloods #keralaaidpolitics #",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#KeralaFloods Thats @IAF_MCC Souther Air Command AOC-in-C Air Marshal B Suresh engaged in relief ops today. @OnmanoramaLive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@vijayanpinarayi @CMOKerala There is no lack of food or essentials in the state: @CMOKerala @vijayanpinarayi on #KeralaFloods #IndiaForKerala #StandWithKerala #DoForKerala,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sex workers generous donation for Kerala floods! #KeralaRelief #KeralaFloodRelief #kerala @anupamahere @nambessan_ramya @NivinOfficial @i_nivethathomas  #news via @igtamil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The devastating floods in Kerala have caused enormous damage and loss. In this time of hardship, let’s pray for our brothers and sisters and help them rebuild Kerala. #KeralaFloods",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Terrific new issue of @palliumindia newsletter packed w #KeralaFlood relief info Need 4 manpower – nurses, doctors, social workers &amp; volunteers &amp; donations! Let us not leave them adrift Home visit journals &amp; much more!  via",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Tragic to see Kerala battling one of the worst flood disasters. Lets remember the people affected, in our prayers &amp; support them in whichever way possible! #StandWithKerala #PrayForKerala",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#Kerala #KeralaFloods #KeralaFloodVictims @vijayanpinarayi #KeralaFloodRelief #Punjab #KeralaDonationChallenge People From Kerala Chant Thanks For Punjab” As They Unload Relief Material.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Please pray for Kerala !! It needs help let’s all unite and help!! Small donation can make big difference!Even Kodagu(Coorg) in Karnataka is flooded!! Please help guys!! #KeralaDonationChallenge #KeralaFloodsHelpNeeded #KeralaFloodRelief #KodaguFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @abhijitmajumder: Who is exploiting #KeralaFloods? Why have airfares gone through the roof? ⁦@AninBanerjee⁩ reports for ⁦@MyNation⁩ http,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Best story I laid my hands on, today: A Bengal village became prosperous after villagers find job in Kerala, is raising funds to help the flood victims in #Kerala , their second home. ὠD #KeralaReliefFund #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @AR_Murugadoss: Film Maker @ARMurugadoss contributed around 10 lakhs for flood affected peoples in kerala. #KeralaFloods #KeralaFloodRe,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Just received from my electrician via WhatsApp an audio clip of BJP’s @kochattil telling people not to donate to #KeralaFloods cos he thinks victims are well to do. What a vile and disgraceful message at a time of crisis and need. I told my electrician it’s not true. No response.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A touching tale of human-animal bond amid floods | policeman | kerala | dog | rescue | pomeranian dog | julie | facebook post | viral | kerala floods 2018 | kerala flood relief | rescue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
B4 i get bashed 4 sounding insensitive-I start wt prayers 4 Kerala &amp; victims of #KeralaFloods But Remember this is d same Gods Own Country where some modern day Rakshasas spilt blood of an innocent calf in full public view just to prove a point! #Karma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Helping for relief camps at kollam and ALLAPUZHA. Team Bharatgas Trivandrum led by @Dharmasanstha Bharatgas ready with food water and support material for relief camps.#KeralaFloodRelief @BPCLimited @BPCLLPG @singharunbpcl @ISrinivasRao2 @CMOKerala @dpradhanbjp @AshutoshJindalS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#URGENT 13,000 people require food at areas like panayikulam and surrounded areas where the only mode of carrying food is by loading on their head so please call this number Please call +91 9846222461 immediately if you have food Time 11.30 AM - August 19th.. #KeralaSOS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Flood-hit Kerala displays its secular lineage,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @LillyMaryPinto: #keralafloods 2018 floods worse than 1924, says 100-year-old Bishop who has seen them both.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
I will Donate Rs 2 per RT for #KeralaFloods in next 12 Hours. Lets Help Our Country Men facing the Wrath of Nature in Kerala. #KeralaDonationChallenge #Donate4Kerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @chitraSD: Paytm collects over Rs 3 crore in less than 48 hours for Kerala flood relief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Snake Alert in Kerala as People Return Home in Flood Ravaged State, Hospitals Stocking Anti-Venom",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#KeralaFloods - Very sad seeing this situationMy prayers for Kerala and the people.. hope things return to normalcy soonThis too shall pass Strength and courage to people to face this,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@IGSSS is on the ground, coordinating #Government of #Kerala, providing the best assistance to the affected people in #Wayanad district of Kerala. Lets all join together to #SaveKerala #KeralaFloods #India #Kerala #KeralaFloodRelief #KeralaFloodRescue",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Im specialist in Motor Claims. If any flood affected people want technical advise regarding flood affected motor claims. Write me on Twitter or email below, pravinbhasate@gmail.com #KeralaFloods #FloodClaims #Motorclaims #KeralaFloodsRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @NTRTHELEGEND: Volunteers needed #KodavaSamaj #Bangalore #KeralaFloods #Kerala Pls RT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I also want to make a graceless announcement. I will be donating my salary for this day to the relief efforts in #Kerala. Im sorry its a small donation but this is because my family &amp; I didnt get the opportunity to loot a state &amp; its people for over 70+ yrs.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Amongst all the support, prayers and the relief work, we should not forget to ask how can a relatively prosperous state like Kerala be so hopelessly ill prepared for calamities, like this one. What if something of this maginitude happened in other poorer states? #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"God’s own country is flooding and the people need your help! Heres how you can do your bit: Donate to the Chief Minister’s Distress Relief Fund or head to  now. Because together, we can make a difference. #ZEE #KeralaFloodRelief #TogetherWithKerala",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BREAKING: UAE To Offer Financial Aid Of Rs 700 Crore For Kerala #EidMubarak #Arab #KeralaFloods #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NTR @tarak9999 has announced 25 Lakh Rupees and Kalyan Ram @nandamurikalyan has announced Rs 10 Lakh Rupees towards Kerala CM Relief Fund .. #KeralaFlood #StandwithKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Doctors ar AMRI Hospital Saltlake, join hands to raise funds for #Kerala flood relief. #AMRICare #KeralaFloods #KeralaFloodRelief #KeralaReliefRowTwist",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
நம் #நாமக்கல் மாவட்ட தலைமையில் இருந்துὠE More to add ὄD for #DoForKerala Also 15 Lorries Will Reach Soon to 12 Districts !! @actorvijay ὠDὄF #Thalapathy Sending VMI Volunteers Too to take of all activities ὠE❤️ὄC #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#KeralaFloodRelief Scoured through MOF website, official accounts of all UAE releated portals and handles, not seen anywhere about the so called 700 cr aid is officially announced by them. Only Kerala CM has spoken about it. Did I miss it?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#KeralaFloodRelief #GulfSupport #Respect MUHAMMED BIN RASHID AL MAKHTOOM Kerala floods: India unlikely to accept UAEs $100m donation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@narendramodi walked 8 kms in Atalji’s Antim Yatra procession. After, he left for Kerala to see the flood relief work. No words, salute to his commitment ! #KeralaFloodRescue #KeralaFloodsHelpNeeded #KeralaRains",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"As flood waters recede, there is an URGENT need for treatment of water-borne diseases, infection and injuries. #Medication is the need of the hour. Please contribute whatever you can. DETAILS:  #keralafloods #StandForKerala",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Unimoni employees are actively taking part in the distribution of cleaning supplies at the Trivandrum District Collection Centre. The employees are reaching out to the flood affected people in relief centres to provide maximum aid and assistance. #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Kindly contribute whatever you can, no matter how small or big it is. Kerala needs help, there are so many people who have lost their homes, and isolated from their families. #keralafloods #mykeralaneedshelp #pleaseshare #Monsoon2018 #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@SAfridiOfficial @SAFoundationN Assalam Alaikum, How r u sir? Few words on kerala disaster n flood victims? Is #HopeNotOut #StandWithKerala ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Govt of Kerala must ensure all Donations fund should be spend on Kerala People for strengthening their lives. Food Products must be distributed to needy people of Kerala. Many times seen govt inadequate or unable to provide foods while everything they have in their stock,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kerala Floods UPDATE: Our amazing volunteers are expanding the hot meals program to reach many more who are affected by the #KeralaFloods ! #Kerala @CMOKerala @harbhajan_singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#KeralaFloodRelief A #Humanitarian Appeal to my fellow #Zoroastrians  #StandWithKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"To aid &amp; assist our brothers &amp; sisters of Kerala in their hour of grief, Telangana CM Sri KCR Garu has just announced assistance of Rs. 25 Cr &amp; 10 reverse osmosis plants worth 2.5 Cr towards the flood hit Kerala #TelanganaStandsWithKerala Request you all to donate generouslyὤF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
We do our little bit. Officers of IOCL Kerala preparing food and procuring other items for flood relief camps..Bravo!!!!@AshutoshJindalS @dpradhanbjp @PetroleumMin @ChairmanIOCL @gurmeet_singh61 @PSMIOC #KeralaFloodRelief #KeralaFloods @AshutoshJindalS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The crew was busy with flood relief activities.The play will be staged at 6, 30 pm on Aug 31. Venue: Soorya Ganesham, #Thycaud, #Trivandrum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @avinashshri: Help #KeralaReliefFund with pray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"LIVE | The European Union has donated an initial 190,000 euros to the Indian Red Cross Society for providing immediate assistance in flood-devastated Kerala.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @SaanjuS: Real followers of @RahulGandhi ! Another way to join the flood relief activities! #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#KeralaFloods challenge! Differentiate between backwaters and paddy lands in #Keralas Kuttanad - known as the states rice bowl. Massive economic losses to households, state ! Loss of employment! And, mounting loans for families! #NDTV #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#KeralaFloods Stepping up its efforts to help people in flood-ravaged Kerala, the Punjab government Saturday dispatched one lakh food packets from Ludhiana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hey TN ministers, using relief delivery to victims as photo-op is so 90s &amp; condescending. Learn from #Kerala lawmakers who pull up their dhotis &amp; work alongside the relief workers. #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
This consignment of relief material will be dispatched to Kerala from Kakinada tomorrow. I also thank @APEDADOC for facilitating this effort. #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The total damage caused to the Kochi International Airport during Kerala floods is estimated to be between Rs 200 to Rs 250 crore. #kochiairport #KeralaFloods @IndiaToday,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"This is the spirit of being Indian, CM Disaster Relief Fund (CMDRF) in Kerala has crossed Rs 1000 crore. SALUTE to every contributor, each of you r real nationalists. Better than many fake onesKeep donating. #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"To offset the shortage of medical supplies, #RelianceFoundation is supplying medicines to the government for use by district authorities. #RFForKerala #Keralafloods #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Nearly 100 volunteers of #IIT #Hyderabad, including students, faculty and administrators, have been trying to gather supplies and funds for the relief mission. #Keralafloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Heart Touching Moments Of Kerala Floods #KeralaFlood #KeralaFloodRelief #KeralaSOS #Kerala #Donate4Kerala #DoForKerala #SaveKerala #PrayForKerala #KaterriFirstLook #OnnaVitta #NarendraModi #India #Twitter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Attention #Alappuzha people - St. Josephs Public School has a shelter operational with capacity for 5000 people, and there are only very few people there now. They have food facilities etc. Please contact Ajaymon - 9288120320, 7012475781 #KeralaFloods #KeralaSOS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Amid #KeralaFloods, Keralites in #Mumbai decide to call off #Onam celebrations and ensure money is sent for relief work",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Salute to these all #Brave_Hearts #SevaBharati Volunteers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#LoveinAction #SSSSOIndia Medical Camp Conducted in Palakkad on 18th Aug by Doctors for the People in the flood Affected area near Malampuzha Dam. Place: Padalikkad. Doctors : 12. Paramedical staff : 8 , Sevadals : 28. Beneficiaries ; 110 #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cleaned the tv stand at home today. Mad tired. Only can imagine the plight of parents and the flood affected to clean up their homes. #KeralaFloods,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"My prayers to #Kerala people who were badly affected by the #KeralaFloods all help them , wat u can to #KeralaFloodRelief @CMPuducherry @RahulGandhi @INCPuducherry @KamalakannanINC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"When normal life has come to an end, a saviour comes to share the pain of the millions and to show a path of hope. CP @RahulGandhi spent hours listening to the plight of hundreds. assessing damage and ways to help the victims of the most devastating Kerala flood.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#Congress president @RahulGandhi on Saturday appealed to Prime Minister #NarendraModi to declare floods in Kerala as a national disaster #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#OpMadad #KeralaFloods #KeralaFloods2018 #KeralaFloodRelief Naval deployments for Rescue and Relief as of 1030h today. More teams being rushed/ re-located to Chengannur @DefenceMinIndia @SpokespersonMoD @nsitharaman @CMOKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
This #Onam is all abt celebrating athijeevanam (malayalam for survival) aftr #KeralaFloods A #pookalam at a #KeralaFloodRelief camp in #changanassery housing over thousand victims whr #onashamsakal drowned all sorrows t rains brought. #StandWithKerala #RebuildingKerala #Kerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Midst all the chaos of trying to save themselves from the rising water in the house during #KeralaFloods, my parents managed to save some of my dance jewellery, an integral part of my childhood. :)",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @FORE_Delhi: Team Antar at FORE extends support to flood affected. #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"With prayers for the #KeralaFloods victims, we wish you a Happy Onam from @eletsonline family. @CMOKerala #kerala #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"21 states contributed to #KeralaReliefFund while Kerala has never contributed to flood relief to any other state, except 5 Crore aid for Pakistan Flood.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Malayalam news report about Thalapathy Vijays donation to the Kerala Flood Relief Camp and the needy things given by him in all the flood affected districts of Kerala. #KeralaFloodRelief These all makes Thalapathy a lot different from others #KeralaFloodReliefThalapathy !!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"BJP party units all across the country have started collecting food, medicines, cloths and other essential items which are required for the rescue and rehabilitation to the people of Kerala in this hour of crisis and devastation. #KeralaFloods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @htTweets: #KeralaFlood: Consider bringing down Mullaperiyar dam water level by 3 feet, says SC",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
More than 1200 youth brigade volunteers have been deployed by DYFI in Kannur itself who are working in more than 200 camps and are ensuring relief assistance reaches every possible person. #KeralaFloods #StandWithKerala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@thewire_in Splendid, that nations offer support for flood victims. &amp; people of Kerala fishermen army police navy NDRS local administration politicians doctors nurses journalists schools NGOs are all part of a human chain, working round the clock for welfare of people and glory of Keralites",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Asking UN aid for Kerala ?? It was just @ShashiTharoors pretext for another jaunt abroad. Used to a luxurious living, he cant dream of going to flood-hit Kerala to share hardship of people there.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"#RebalStarPrabhas Donated 1,23,45,678/- rupees To #KeralaReliefFund ὄCὄCὄCὄCὄCὄDὄD",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Modi Govt wont allow UAE or Thailand or any other foreign country to offer aid for #KeralaFloods But anyone wanting to donate to #BJPElectionFund is more than welcome #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @roopnayandarak: Hello BEEF EATERS 10,000 RSS workers are helping people in Kerala Floods",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Malappuram Thalapathy Vijay Fans Brought The Necessary Flood Relief Things At Relief Camps In Thirurangaadi Vettam School Today. #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@narendramodi After rescuing shall they starve or live the rest of life in roads..It is not our request it is our right. #KeralaFloods #KeralaFloodRelief No custom duty More monetary help More food,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kerala suffers a devastating floods in mid Aug @RahulGandhi flew for Europe on a very imp assignment (holiday ??) on Aug 22 Does India bashing &amp; insults India on every avbl platform Returns and ‘aaramse’ visits Kerala at a time Kerala limps back to normalcy Kudos!! ὤ4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Salute to all the Fisher men who came forward with their boats to help the #KeralaFloodRelief with food &amp; supplies. They had a hand in rescuing many people who were trapped. They came uninvited but were totally welcomed. Bravo! #KeralaSOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @nambessan_ramya: Chennai friends, Need Help #KeralaFloods #rescue",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#Rajinikanth #donates Rs 15 lakh to #Kerala #CM ’s relief #fund for #flood #victims #SaveKerala #KeralaFlood #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Junior volunteers of the Indian Red Cross serve hot meals to people still staying in emergency shelters as flood waters recede in Kerala and the big clean up begins. Great photos.  #Youth #IDPs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Anupriya donated Rs 9000 that she had been saving since four years for a bicycle. #KeralaReliefFund #KeralaFloods @PankajMMunjal @Hero_Cycles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#PinarayiVijayan said the loss due to floods in #Kerala cannot be compared with damage in any other state at any point of time.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @BreakingViews4u: #Viratkohli dedicated the victory in 3rd test to #KeralaFloods victims @imVkohli #ENGvIND #INDvENG @BCCI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
A local group of corporate employees are trying to help the relief camps.Clothes and food has been bought but they are short of funds for a medicine consignment. I have tried my bit for now by sending Rs30000.Please help them #IndiaforKerala #KeralaFloods #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Kerala Health Minister KK Shylaja inaugurated new mobile medical clinics to provide #medical assistance to remote areas in flood-affected areas. #KeralaReliefFund #KeralaFloods2018 #KeralaFloods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Floods in Kerala are no more than any year. Great concern. I pray everybody to be careful and watchful. #KeralaSOS #KeralaFloodRelief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#KeralaFloodRelief Bangalores workers came forward to help flood victims. @CMOKerala @chief_tribal @mallucomrade @Sujesh_Knr @NeenaAnnaa @marchformass @ComradeMallu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#MSF doctor+nurse team carried out medical consultations in #Wayanad, hardest-hit flood-affected area of #Kerala. Also, distributed non-food items: blankets, floor mats, and hygiene kits in #Thekkuthara relief camp to &gt;40 families. #KeralaFloods #KeralaFloodRelief @MSF_Ind @MSF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Actor @itsSSR Sushant Singh Rajput is a real life hero! After Kerala he has now reached Nagaland to help those in need ! Thank you,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Flagged off truck with 4 tonnes of dry ration, bedsheets, mats and other household items for Kerala flood relief @cmojhr @IASassociation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#BREAKING Union Transport Minister Shri @nitin_gadkari has declared Rs 13,000 Crore to Kerala to reconstruct the flood-hit roads and bridges #KeralaFloods #KeralaFloodRelief",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
