tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
Here are key TSUNAMI evacuation zone maps for #Wellington &amp; #LowerHutt &gt;&gt; all maps for Wellington region available via @WREMOinfo #eqnz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Our thoughts are with everyone affected by today’s earthquakes and aftershocks. Stay safe. #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prime Minister John Key postponed a trip to Argentina following this mornings severe earthquake. Click pic for more info #eqnz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Kia ora whanau, Our thoughts are with those who have been affected by earthquakes and tsunami in New Zealand.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @BreakingNews: New Zealand national monitor Geonet says 45 aftershocks felt following magnitude-7.8 earthquake - NZ Herald /,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @TheJaneWardell: #BREAKING New Zealand PM confirms at least two people killed in earthquake #eqnz,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ὢ7 Queensgate in the #Hutt is closed for the rest of the week - but what about my comfort shopping during these aftershocks #eqnz ?!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#eqnz just waking up to news of damage to #Wellington and #Canterbury #prayers,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @guardian: Tsunami hits New Zealand east coast after 7.4-magnitude earthquake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@WgtnPhoenixFC v Melb Victory to be rescheduled due to damage @WestpacStadium #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @WeatherWatchNZ: New Zealand earthquake and tsunami coverage dominates global news today:,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7.8 magnitude earthquake hits New Zealand. Thanks God I am safe and sound. .@SophiyAnjam,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @monique_nz: Surreal listening to Katy Gosset on @radionz with tsunami sirens going off in background. #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @misimagined8: Tsunami siren going off in Christchurch now #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@janedoeee1611 I believe Auckland wasnt really affected by the earthquake. Or maybe coz I was sleeping. Ill pray that they will be safe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#BREAKING: No tsunami warning for NEW ZEALAND after 7.3 quake near Fukushima, Japan. #JapanQuake",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hmm, wonder if I can update my #LinkedIn achievements with Survived 7.5 magnitude Earthquake #eqnz",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @mark_tarello: YIKES! Damage seen after magnitude 7.8 earthquake in New Zealand. Photo credit: @nkpnz #Earthquake #NewZealand #eqnz http,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rescue operation near epicentre of New Zealand earthquake begins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @keahicory: - what we know -More than 20 aftershocks have struck up and down the country, as far north as Pukekohe, south of Auckland. #",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ive been getting calls from friends and family around the world to see if family and I are ok because the earthquake and tsunami warning.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Aftershocks in Wellington &gt;&lt; #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thanks to our volunteers &amp; @Disturbed for helping raise $2500 last Friday in #Auckland. You can fundraise too  #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"The Defence Force HQ in Wellington is closed due to quake damage, unsure when itll be safe again  #eqnz",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @jackyan: Here are the #tsunami evacuation zones for Wellington City to Ngauranga. #eqnz,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"❤all the msgs of support for Home, New Zealand. Currently 2 tragic deaths from the earthquake. The Tsunami warning was scaled back. #AROHA",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Wishing all those in affected areas continued safety - member club earthquake updates at  #eqnz #gymnasticsnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"LIVE: Two confirmed dead, military helicopters on the way to assess damage, aftershocks still happening  #eqnz",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hey @BishopTamaki seems you had a bit to say about earthquakes of late. Why not tell us what your church is doing to help #eqnz victims?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
We are thinking of all those throughout #NewZealand in areas affected by the earthquake - we hope you stay safe. #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @Soyerz: Victoria University of Wellington opening tomorrow at 12pm after checking for damage. #eqnz @radionz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @TrishOpen: ὎3tsunami sirens, truly terrifying sound #eqnz",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @lou_gordongreen: Does anyone have info on how to get on evacuation lists in #Kaikoura #eqnz #earthquakenz @Jwpurd,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Been following #eqnz all day. There appears to be huge amount of damage that will take a while to repair. But thankfully minimum casualties,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Im so thankful that there was no damage to our house, or anything inside of it. If only it was like this for everyone else ὡ3ὢA #eqnz",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"4.1 magnitude #earthquake. 37 km from Blenheim, Marlborough, #NewZealand",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @ThomasMeadia: Roads getting worse the further north we go. Cracks in SH1 north of Cheviot #eqnz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @nzherald: Live: Night of earthquakes: Tsunami threat, warning of waves of up to 5m  #EQNZ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#eqnz Weve activated our special emergency relief package for customers impacted by this weeks earthquake:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"please pray for new zealand guys, to everyone in the area of earthquake and tsunami stay safe and alert. all my prayers are on you",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Powerful quake strikes New Zealand, triggering small tsunami  #ynet",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"▶️ Stuart Smith, MP for Kaikoura spoke with @ninetonoon after surveying the damage done. #eqnz",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @craigcook3: Larger tsunami waves (2.5m) now recorded @ Kaikoura - NZ WeatherWatch site suggesting underwater landslide caused tsunami.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @IFRCAsiaPacific: .@NZRedCross personnel still operating in areas worst affected by last Mondays 7.8 magnitude earthquake /,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @motogroupie: Had a couple of red zone refugees turn up at 3:30am. Now all safely tucked up in bed hoping for no more shakes. #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @geoffkinns: Stay safe New Zealand! Earthquake with potential tsunami heading their way ἟3἟F,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amazing the earth can create this kind of damage #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @globalnewsto: UPDATED: Emergency services in New Zealand warned people to move to higher ground to avoid tsunami waves.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Who felt the earthquake in new Zealand good luck to people in kaikoura all my love to you guys and girls keep calm♥♥♥♥♥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @marcelvandenber: State Highway 1 in New Zealand severely damaged and closed for a while,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Following this mornings earthquakes we keep our girls, leaders &amp; their families in the communities affected in our thoughts. Stay safe #eqnz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cnni: New Zealands Prime Minister says earthquake may have caused billions of dollars worth of damage,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @irishexaminer: Tsunami hits New Zealand after powerful earthquake; residents told to move to higher ground  http,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Newlands Primary School - we are currently checkng buildings, an update wil be sent out approx 8am as to whether we wil be open today #eqnz",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @Avuxeni_: sealevels wellington new Zealand all over the place #tsunami,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Just been &amp; checked our school buildings following EQ. All ok but we will remain closed until tomorrow. #EQNZ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Wakefield Rd actually. Nobody on the streets. Witness have said that Mount Victoria is collapsed. Everyone is running away tsunami #eqnz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Anyone else in Christchurch hearing this siren? Been going on for about 10 minutes - cant tell if car alarm or emergency siren #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @BNZ: Important #eqnz information for staff &amp; customers:  Our thoughts are with everyone whos been impacted. Sta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Our Canterbury branch is collecting food to send to Kaikoura by helicopter. Please donate and drop off food to CCS in Lichfield #EQNZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tsunami warning is real. Praying for Canterbury Wellington and coastal towns this morning. #eqnz #stayawayfrom beaches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Arguably either would be better than the #tsunami warnings we normally get - long delay AND false alarm! #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @K8Shuttleworth: There have been casualties in Kaikoura following a severe 7.5 quake, and a tsunami between expected.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @iamsudhish: Our thoughts and prayers are with the people #NewZealand #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
When you wake up and theres been an earthquake and tsunami warning in your country lmao the shit that happens when were asleep I stg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @NZcivildefence: People in all coastal areas in New Zealand should stay off beaches and away from the water. Do not go sightseeing. #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @TheDailyBlogNZ: 7.5 magnitude Earthquake hits New Zealand « The Daily Blog,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Damaged road near Oaro State Highway 1 #eqnz The road remains closed from Waipara to Picton at present. Please stay safe via @NZTATotS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Dave_WREMO: Tsunami sirens activated in Lower Hutt city #wgtn #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @KiwiHammers: Hoping everyone but especially our South Island Hammers are all okay following the latest earthquake #eqnz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#BREAKING Live footage of tsunami hitting NZ coast following 7.1 earthquake this morning. #eqnz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RIP lemon liquor ὢD#eqnz #nzearthquake,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @CanHCNZ: Canadas thoughts &amp; deepest condolences for loss of life are with @johnkeypm and people NZ following Mondays earthquake. Kia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
What are the government doing for those affected by the #eqnz ? A tv3 reporter said that their TV crew called airforce to get heli evac?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nz brothers and sisters, after that 7.1 earthquake and tsunami warning that followed after. Shit lets give the beach a pass today! #besafe",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Our thoughts go out to the good people of Kaikoura, Christchurch, Wellington and all the other affected areas of our great country. #eqnz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Food truck Street Feast on High St off tomorrow night b/c of #Eqnz, floods etc. #wellyweather",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tsunami Evacuation sirens still going on in christchurch#eqnz #Christchurch,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @_hk_321: May Allah protect everyone in New Zealandtwo earthquakes likeὣ1Ὁ4 #NewZealand #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Reports of houses being damaged. This is partially why #iMoved.me was built, to help in times like this. Stay safe #NZ #eqnz",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWS || NZDF’S disaster relief operation maintains high tempo:  // #eqnz #nzearthquake #Kaikoura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"RT @socialpinpoint: Our thoughts are with our friends in New Zealand today, stay safe everyone #EQNZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @rtenews: In pictures: The destruction from the 7.8 magnitude earthquake in New Zealand,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @BreakingNews: Magnitude 7.4 earthquake hits Canterbury region of New Zealands South Island - USGS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"At the risk of being repetitive Be kind and be patient - the aftershocks continue and now bad weather, flooding also affecting many #EQNZ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Were miles away but damn that was a strong quake. God bless this country esp Kaikoura #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lots of aftershocks still being felt in masterton #eqnz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"If theres an aftershock and youre inside, drop, cover, hold. If outside, stay clear of damaged buildings in case of debris. #eqnz ^Libby",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @nzherald: Damage at a supermarket following the magnitude 7.8 earthquake this morning #EQNZ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Reports of damage to at least 25 buildings in Wellington so far #eqnz #wellington,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Its going to be a big #Coffee day for most of #NewZealand. Thoughts are with the people of #Kaikoura who have been worst hit. #EQNZ.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"There has been 1,492 Earthquake since the M7.5 Kaikoura Earthquakes #eqnz #kaikoura #NewZealand",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @lyallbaynz: Big hugs to the emergency services today helping out around Wellington with #eqnz and now weather issues, thank you for wha",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Our NH90 &amp; P-3 are in the air and surveying the damage from last nights quake. Well get you images as soon we can. Stay safe #eqnz #RNZAF,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Parked up on higher ground due to tsunami warning and this guy keeps farting #frenchbulldog #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @neogeo: .@radionz reports earthquake has upgraded from 6.6 to 7.5 #eqnz - take tsunami threat seriously #wellington #nz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugh. My head keeps going all funny and like spinning. Its been happening since the first earthquake. Just stop please!! #eqnz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tsunami warning at Redcliffs Christchurch this morning @CodeClubNZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heavy rain/wind for upper South Island &amp; lower North Island this arvo through early Tuesday may hinder #eqnz efforts. Flooding possible.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live: Magnitude 7.1 earthquake shakes North Island on @nzherald,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"@HunterRowland hunter, in New Zealand we just had a big earthquake! 2 people died and schools are closed! ὡ6 not that you read this but eh..",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
im highkey scared rn i dont think i want to get wet and get sick and freeze from the tsunami no thanx,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Live: One death confirmed in Kaikoura, tsunami warning for much of NZs east coast after massive quake",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RT @LucanLeBlanc: #BREAKING: Tsunami warning extended to North Island East Coast after 2 metre wave hit South Island. #eqnz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Several Wellington CBD buildings deemed unsafe  #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @NZcivildefence: Coastal areas between Blenheim and Banks Peninsula, and Chatham islands, are still prone to tsunami. Please remain on h",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8am and still feeling aftershocks. Thats enough already! #nzearthquake #EQNZ #,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Dont worry everyone. We are fine here in Auckland, New Zealand. Were not affected with the earthquake and tsunami, only the other cities.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @SarahLibrarina: The best help we can provide from a distance during an emergency is to donate $ @NZRedCross  #eq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@SoulGlowActivtr Hey Soli here in the north island of new zealand we had a shaking morning an earthquake 7.1 pray for us i trixie roxx am,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"RT @SatireNZ: BREAKING: Statistics NZ building earthquake damaged. Spokesperson, Its decimated, including rounding. #earthquake #eqnz #",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @gingergemmy: Timaru DC on @radionz have activated their emergency centre. No emergency declared but advising people in low lying areas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Woah. What a mess to wake to. Stay safe rest of #NewZealand. That was a big #earthquake. Everyone checked in and safe thus far.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jeepers. A floor of the @StatisticsNZ building collapses. What are the odds of that? #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tsunami hits after multiple strong New Zealand quakes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The earthquakes and tsunami warnings are scary enough.. but this #EQNZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"What a night that was. Thankfully no damage to the house, but very little sleep. #eqnz",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@We3forDemocracy This is since Extreme M7.5 earthquake reported 14 Nov (NZ time) centered near Culverden in New Zealands South Island,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @caity_petersonn: UPDATE: Hanmer Springs -housing damage and power loss according to family relatives in the area #eqnz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Halcyon_Knights: Our thoughts go out to the #NewZealand community affected by yesterdays earthquake #NZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @ashwaqM: Remembering someone once tell me: Northeast ko toa aadat hi hai floods wageira ki.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @BarnaliBanerj19: Salute all the humanity peoples..,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Great to see such wonderful support from Xiaomi India. Have also seen them distribute powerbanks as well as supplies to the affected. Shows how theyre more than just about the numbers and have a human connection at the core.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@PTIofficial @ImranKhanPTI Hoping that PTI will devise a comprehensive environmental policy.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"If you want to help your community/ country, donate to help those who are being affected by tragedy (here is a natural tragedy affecting people right now) And start ACTUAL communication to start change.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @teepusahab: Situation in Mirpur Azad Kashmir after the #earthquake Hope people are safe there,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ὁ4Our prayers and thoughts with the people affected by the #earthquake in different parts of Pakistan We pray for everyone’s safety and extend our support to the countrymen #StayStrong ἟5἟0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @fatalcase: Everybody stay safe! Ya Allah Reham. #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"When Modi brutality + his autocracy-fear wasnt enough, this natural calamity Thoughts are with Azad Kashmir and Jammu Kashmir. This too shall pass. IA! GOP, who is still nowhere, must accelerate its efforts. #Earthquake",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pak reactivated Balakot camp which IAF destroyed post-Pulwama: Army chief. #pakistan,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Please share this with your friends and family. Stay safe and happy. Earthquake is a disaster. Pray to God. God bless us. #earthquake #Pakistan #azadkashmir #Lahore #Karachi #Peshawar #Quetta #Islamabad #muzaffarabad #BreakingNews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Road broke down due to #earthquake near Sarai alamgir.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @vijaita: Tremors felt in Srinagar also. No further information available yet #earthquake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We commiserate with the families who have lost their loved ones, or suffered heavy damages in the #earthquake felt in different regions of Pakistan yesterday. Our prayers are with the victims and their families. May Allah keep everyone safe. #NUST #MirpurEarthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Several people died and many more injured in #earthquake but #firdousashiqawan is cracking jokes . Shameful and disgusting!ὢ0 She should be sacked.. Khan Sahab Get rid of these jokers around you ASAP. #firdousashiqawan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Very Sad to Learn About EarthQuack in islamabd and Specially in AJ &amp; K May Allah rest the Departed Souls Ameen #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sucha tragical #earthquake may Allah keep us all safe Ameen #AzadKashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Roads were cracked and houses were damaged in parts of #azadkashmir by this afternoon #earthquake that jolted #Pakistan and #India.? The intensity of the earthquake was reported at 6.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Powerful #Earthquake in #Pakistan administered #Kashmir City #Mirpur Initial Report 50 injured one dead road badly damaged many card and buldings Damaged,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"AssalamOAlaikum. Hope Inshallah everyone will be okay after the 5.8 #earthquake in Pakistan/Mirpur. May Almighty keep all of us in His protection! Aameen If you still watching or thinking to watch porn, then consider it as a warning sign from your Maker!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Allah plz have mercy and compassion on us all, particular on our Kashmiri Brothers, who are already in bad conditions.. #earthquake #KashmirWantsFreedom",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thoughts and prayers go out to all those affected by the earthquake. Heart wrenching images coming in from Azad Kashmir. May Allah keep everyone safe. #earthquake #AzadKashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @fafa_barry: Praying for people living in different areas of Pakistan #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19 People Dead and More than 100 Are InJured So Far In AJK ὡ3 #earthquake,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#Turkey and #Pakistan are in. One page for #KashmirNeedsAttention #Kashmir #KashmirStillUnderCurfew #KashmirBleeds #KashmiriAmbassadorAtUN #KashmirWantsFreedom #Kashmiri #Kashmiris #KashmirStillUnderCurfew51Days #kashmiriswillnotsurrender .love you #imrankhanPTI and love you,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISPR releases damage assessment of earthquake based on aerial &amp; initial physical survey @OfficialDGISPR @peaceforchange #earthquake #Mirpur,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#earthquake Please pray for World pray for peace ❤️ #earthquakepakistan #EarthquakeAlert #Lahore #AzadKashmir #Kashmir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chairman @ndmapk tells #HumNews atleast 50 injured in Kashmir #Earthquake according to initial reports.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
My thoughts and prayers for the victim families . May Allah keep everyone safe . #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @SherySyed2: #Pakistan after Magnitude 5.8 #Earthquake Emergency declared in Azad Kashmir Road in #Mirpur, #AJK",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Only #Turkey got guts to talk in the face of brutality for the #Justice for suppressed specially #Kashmir as #KashmirBleeds under #Terrorist regime of #RSS and #Modi. #ModiTrumpDosti exposed the #Fadcist alliance against #Muslims and only alliance of #Pakistan with Turkey , #Iran",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @Adil41161724: Is the #earthquake a signal to us from Allah!! Prayers for the well being of the effected people.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Prayers for survivors and those who lost their lives during this #earthquake in #AJK. May Allah have mercy on everyone.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Praying for all those affected by earthquake in AJ&amp;K and parts of Pakistan. Stay strong. ᾓ2 #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Latest #Jehlum #earthquake May Allah protect and save .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#earthquake Roads, cars, and buildings affected by the earthquake. Around 50 people injured. One woman is reported to have died.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"please dont forget to pray for our brothers and sisters in Indian occupied Kashmir, they are under a communication black out.. they cant even get first aid as they are under a curfew #earthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
May Allah Protect Every One #earthquake #mirpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Please guys join me in making Dua for our brothers and sisters in Pakistan,they have been struck by a devastating earthquake, may allah Protect them, heal the injured and have mercy on the dead Amiin #earthquake",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
@imMAK02 @PMOIndia Here Pakistani Kashmir Right Now I pray that Occupied Kashmir is safe ὤF #earthquake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @nishant4_king: Who is the best planner now??? Hope somepeople may be innocent. But #PKMKBForever Waiting for the best. #earthquake http,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"20 deaths , 300+ injured, due to limited capacity, administratorion has arranged mattresses in parking area of DHQ Mirpur to facilitate maximum injured people. #earthquake",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
